date,day_of_week,day_type,holiday
11/18/96,Monday,Non-Holiday Weekday,
11/19/96,Tuesday,Non-Holiday Weekday,
11/20/96,Wednesday,Non-Holiday Weekday,
11/21/96,Thursday,Non-Holiday Weekday,
11/22/96,Friday,Non-Holiday Weekday,
11/23/96,Saturday,Non-Holiday Weekend,
11/24/96,Sunday,Non-Holiday Weekend,
11/25/96,Monday,Non-Holiday Weekday,
11/26/96,Tuesday,Non-Holiday Weekday,
11/27/96,Wednesday,Party Holiday,Thanksgiving Eve
11/28/96,Thursday,National Holiday,Thanksgiving Day
11/29/96,Friday,Non-Holiday Weekday,
11/30/96,Saturday,Non-Holiday Weekend,
12/1/96,Sunday,Non-Holiday Weekend,
12/2/96,Monday,Non-Holiday Weekday,
12/3/96,Tuesday,Non-Holiday Weekday,
12/4/96,Wednesday,Non-Holiday Weekday,
12/5/96,Thursday,Non-Holiday Weekday,
12/6/96,Friday,Non-Holiday Weekday,
12/7/96,Saturday,Non-Holiday Weekend,
12/8/96,Sunday,Non-Holiday Weekend,
12/9/96,Monday,Non-Holiday Weekday,
12/10/96,Tuesday,Non-Holiday Weekday,
12/11/96,Wednesday,Non-Holiday Weekday,
12/12/96,Thursday,Non-Holiday Weekday,
12/13/96,Friday,Non-Holiday Weekday,
12/14/96,Saturday,Non-Holiday Weekend,
12/15/96,Sunday,Non-Holiday Weekend,
12/16/96,Monday,Non-Holiday Weekday,
12/17/96,Tuesday,Non-Holiday Weekday,
12/18/96,Wednesday,Non-Holiday Weekday,
12/19/96,Thursday,Non-Holiday Weekday,
12/20/96,Friday,Non-Holiday Weekday,
12/21/96,Saturday,Non-Holiday Weekend,
12/22/96,Sunday,Non-Holiday Weekend,
12/23/96,Monday,Non-Holiday Weekday,
12/24/96,Tuesday,Non-Holiday Weekday,
12/25/96,Wednesday,National Holiday,Christmas Day
12/26/96,Thursday,Non-Holiday Weekday,
12/27/96,Friday,Non-Holiday Weekday,
12/28/96,Saturday,Non-Holiday Weekend,
12/29/96,Sunday,Non-Holiday Weekend,
12/30/96,Monday,Non-Holiday Weekday,
12/31/96,Tuesday,Party Holiday,New Year's Eve
1/1/97,Wednesday,National Holiday,New Year's Day
1/2/97,Thursday,Non-Holiday Weekday,
1/3/97,Friday,Non-Holiday Weekday,
1/4/97,Saturday,Non-Holiday Weekend,
1/5/97,Sunday,Non-Holiday Weekend,
1/6/97,Monday,Non-Holiday Weekday,
1/7/97,Tuesday,Non-Holiday Weekday,
1/8/97,Wednesday,Non-Holiday Weekday,
1/9/97,Thursday,Non-Holiday Weekday,
1/10/97,Friday,Non-Holiday Weekday,
1/11/97,Saturday,Non-Holiday Weekend,
1/12/97,Sunday,Non-Holiday Weekend,
1/13/97,Monday,Non-Holiday Weekday,
1/14/97,Tuesday,Non-Holiday Weekday,
1/15/97,Wednesday,Non-Holiday Weekday,
1/16/97,Thursday,Non-Holiday Weekday,
1/17/97,Friday,Non-Holiday Weekday,
1/18/97,Saturday,Non-Holiday Weekend,
1/19/97,Sunday,Non-Holiday Weekend,
1/20/97,Monday,National Holiday,MLK Day
1/21/97,Tuesday,Non-Holiday Weekday,
1/22/97,Wednesday,Non-Holiday Weekday,
1/23/97,Thursday,Non-Holiday Weekday,
1/24/97,Friday,Non-Holiday Weekday,
1/25/97,Saturday,Non-Holiday Weekend,
1/26/97,Sunday,Non-Holiday Weekend,
1/27/97,Monday,Non-Holiday Weekday,
1/28/97,Tuesday,Non-Holiday Weekday,
1/29/97,Wednesday,Non-Holiday Weekday,
1/30/97,Thursday,Non-Holiday Weekday,
1/31/97,Friday,Non-Holiday Weekday,
2/1/97,Saturday,Non-Holiday Weekend,
2/2/97,Sunday,Party Holiday,Super Bowl Sunday
2/3/97,Monday,Non-Holiday Weekday,
2/4/97,Tuesday,Non-Holiday Weekday,
2/5/97,Wednesday,Non-Holiday Weekday,
2/6/97,Thursday,Non-Holiday Weekday,
2/7/97,Friday,Non-Holiday Weekday,
2/8/97,Saturday,Non-Holiday Weekend,
2/9/97,Sunday,Non-Holiday Weekend,
2/10/97,Monday,Non-Holiday Weekday,
2/11/97,Tuesday,Non-Holiday Weekday,
2/12/97,Wednesday,Non-Holiday Weekday,
2/13/97,Thursday,Non-Holiday Weekday,
2/14/97,Friday,Non-Holiday Weekday,
2/15/97,Saturday,Non-Holiday Weekend,
2/16/97,Sunday,Non-Holiday Weekend,
2/17/97,Monday,National Holiday,President's Day
2/18/97,Tuesday,Non-Holiday Weekday,
2/19/97,Wednesday,Non-Holiday Weekday,
2/20/97,Thursday,Non-Holiday Weekday,
2/21/97,Friday,Non-Holiday Weekday,
2/22/97,Saturday,Non-Holiday Weekend,
2/23/97,Sunday,Non-Holiday Weekend,
2/24/97,Monday,Non-Holiday Weekday,
2/25/97,Tuesday,Non-Holiday Weekday,
2/26/97,Wednesday,Non-Holiday Weekday,
2/27/97,Thursday,Non-Holiday Weekday,
2/28/97,Friday,Non-Holiday Weekday,
3/1/97,Saturday,Non-Holiday Weekend,
3/2/97,Sunday,Non-Holiday Weekend,
3/3/97,Monday,Non-Holiday Weekday,
3/4/97,Tuesday,Party Holiday,Mardi Gras
3/5/97,Wednesday,Non-Holiday Weekday,
3/6/97,Thursday,Non-Holiday Weekday,
3/7/97,Friday,Non-Holiday Weekday,
3/8/97,Saturday,Non-Holiday Weekend,
3/9/97,Sunday,Non-Holiday Weekend,
3/10/97,Monday,Non-Holiday Weekday,
3/11/97,Tuesday,Non-Holiday Weekday,
3/12/97,Wednesday,Non-Holiday Weekday,
3/13/97,Thursday,Non-Holiday Weekday,
3/14/97,Friday,Non-Holiday Weekday,
3/15/97,Saturday,Non-Holiday Weekend,
3/16/97,Sunday,Non-Holiday Weekend,
3/17/97,Monday,Party Holiday,St. Patty's Day
3/18/97,Tuesday,Non-Holiday Weekday,
3/19/97,Wednesday,Non-Holiday Weekday,
3/20/97,Thursday,Non-Holiday Weekday,
3/21/97,Friday,Non-Holiday Weekday,
3/22/97,Saturday,Non-Holiday Weekend,
3/23/97,Sunday,Non-Holiday Weekend,
3/24/97,Monday,Non-Holiday Weekday,
3/25/97,Tuesday,Non-Holiday Weekday,
3/26/97,Wednesday,Non-Holiday Weekday,
3/27/97,Thursday,Non-Holiday Weekday,
3/28/97,Friday,Non-Holiday Weekday,
3/29/97,Saturday,Non-Holiday Weekend,
3/30/97,Sunday,Non-Holiday Weekend,
3/31/97,Monday,Non-Holiday Weekday,
4/1/97,Tuesday,Non-Holiday Weekday,
4/2/97,Wednesday,Non-Holiday Weekday,
4/3/97,Thursday,Non-Holiday Weekday,
4/4/97,Friday,Non-Holiday Weekday,
4/5/97,Saturday,Non-Holiday Weekend,
4/6/97,Sunday,Non-Holiday Weekend,
4/7/97,Monday,Non-Holiday Weekday,
4/8/97,Tuesday,Non-Holiday Weekday,
4/9/97,Wednesday,Non-Holiday Weekday,
4/10/97,Thursday,Non-Holiday Weekday,
4/11/97,Friday,Non-Holiday Weekday,
4/12/97,Saturday,Non-Holiday Weekend,
4/13/97,Sunday,Non-Holiday Weekend,
4/14/97,Monday,Non-Holiday Weekday,
4/15/97,Tuesday,Non-Holiday Weekday,
4/16/97,Wednesday,Non-Holiday Weekday,
4/17/97,Thursday,Non-Holiday Weekday,
4/18/97,Friday,Non-Holiday Weekday,
4/19/97,Saturday,Non-Holiday Weekend,
4/20/97,Sunday,Party Holiday,420
4/21/97,Monday,Non-Holiday Weekday,
4/22/97,Tuesday,Non-Holiday Weekday,
4/23/97,Wednesday,Non-Holiday Weekday,
4/24/97,Thursday,Non-Holiday Weekday,
4/25/97,Friday,Non-Holiday Weekday,
4/26/97,Saturday,Non-Holiday Weekend,
4/27/97,Sunday,Non-Holiday Weekend,
4/28/97,Monday,Non-Holiday Weekday,
4/29/97,Tuesday,Non-Holiday Weekday,
4/30/97,Wednesday,Non-Holiday Weekday,
5/1/97,Thursday,Non-Holiday Weekday,
5/2/97,Friday,Non-Holiday Weekday,
5/3/97,Saturday,Non-Holiday Weekend,
5/4/97,Sunday,Non-Holiday Weekend,
5/5/97,Monday,Party Holiday,Cinco de Mayo
5/6/97,Tuesday,Non-Holiday Weekday,
5/7/97,Wednesday,Non-Holiday Weekday,
5/8/97,Thursday,Non-Holiday Weekday,
5/9/97,Friday,Non-Holiday Weekday,
5/10/97,Saturday,Non-Holiday Weekend,
5/11/97,Sunday,Non-Holiday Weekend,
5/12/97,Monday,Non-Holiday Weekday,
5/13/97,Tuesday,Non-Holiday Weekday,
5/14/97,Wednesday,Non-Holiday Weekday,
5/15/97,Thursday,Non-Holiday Weekday,
5/16/97,Friday,Non-Holiday Weekday,
5/17/97,Saturday,Non-Holiday Weekend,
5/18/97,Sunday,Non-Holiday Weekend,
5/19/97,Monday,Non-Holiday Weekday,
5/20/97,Tuesday,Non-Holiday Weekday,
5/21/97,Wednesday,Non-Holiday Weekday,
5/22/97,Thursday,Non-Holiday Weekday,
5/23/97,Friday,Non-Holiday Weekday,
5/24/97,Saturday,Non-Holiday Weekend,
5/25/97,Sunday,Non-Holiday Weekend,
5/26/97,Monday,National Holiday,Memorial Day
5/27/97,Tuesday,Non-Holiday Weekday,
5/28/97,Wednesday,Non-Holiday Weekday,
5/29/97,Thursday,Non-Holiday Weekday,
5/30/97,Friday,Non-Holiday Weekday,
5/31/97,Saturday,Non-Holiday Weekend,
6/1/97,Sunday,Non-Holiday Weekend,
6/2/97,Monday,Non-Holiday Weekday,
6/3/97,Tuesday,Non-Holiday Weekday,
6/4/97,Wednesday,Non-Holiday Weekday,
6/5/97,Thursday,Non-Holiday Weekday,
6/6/97,Friday,Non-Holiday Weekday,
6/7/97,Saturday,Non-Holiday Weekend,
6/8/97,Sunday,Non-Holiday Weekend,
6/9/97,Monday,Non-Holiday Weekday,
6/10/97,Tuesday,Non-Holiday Weekday,
6/11/97,Wednesday,Non-Holiday Weekday,
6/12/97,Thursday,Non-Holiday Weekday,
6/13/97,Friday,Non-Holiday Weekday,
6/14/97,Saturday,Non-Holiday Weekend,
6/15/97,Sunday,Non-Holiday Weekend,
6/16/97,Monday,Non-Holiday Weekday,
6/17/97,Tuesday,Non-Holiday Weekday,
6/18/97,Wednesday,Non-Holiday Weekday,
6/19/97,Thursday,Non-Holiday Weekday,
6/20/97,Friday,Non-Holiday Weekday,
6/21/97,Saturday,Non-Holiday Weekend,
6/22/97,Sunday,Non-Holiday Weekend,
6/23/97,Monday,Non-Holiday Weekday,
6/24/97,Tuesday,Non-Holiday Weekday,
6/25/97,Wednesday,Non-Holiday Weekday,
6/26/97,Thursday,Non-Holiday Weekday,
6/27/97,Friday,Non-Holiday Weekday,
6/28/97,Saturday,Non-Holiday Weekend,
6/29/97,Sunday,Non-Holiday Weekend,
6/30/97,Monday,Non-Holiday Weekday,
7/1/97,Tuesday,Non-Holiday Weekday,
7/2/97,Wednesday,Non-Holiday Weekday,
7/3/97,Thursday,Non-Holiday Weekday,
7/4/97,Friday,National Holiday,Independence Day
7/5/97,Saturday,Non-Holiday Weekend,
7/6/97,Sunday,Non-Holiday Weekend,
7/7/97,Monday,Non-Holiday Weekday,
7/8/97,Tuesday,Non-Holiday Weekday,
7/9/97,Wednesday,Non-Holiday Weekday,
7/10/97,Thursday,Non-Holiday Weekday,
7/11/97,Friday,Non-Holiday Weekday,
7/12/97,Saturday,Non-Holiday Weekend,
7/13/97,Sunday,Non-Holiday Weekend,
7/14/97,Monday,Non-Holiday Weekday,
7/15/97,Tuesday,Non-Holiday Weekday,
7/16/97,Wednesday,Non-Holiday Weekday,
7/17/97,Thursday,Non-Holiday Weekday,
7/18/97,Friday,Non-Holiday Weekday,
7/19/97,Saturday,Non-Holiday Weekend,
7/20/97,Sunday,Non-Holiday Weekend,
7/21/97,Monday,Non-Holiday Weekday,
7/22/97,Tuesday,Non-Holiday Weekday,
7/23/97,Wednesday,Non-Holiday Weekday,
7/24/97,Thursday,Non-Holiday Weekday,
7/25/97,Friday,Non-Holiday Weekday,
7/26/97,Saturday,Non-Holiday Weekend,
7/27/97,Sunday,Non-Holiday Weekend,
7/28/97,Monday,Non-Holiday Weekday,
7/29/97,Tuesday,Non-Holiday Weekday,
7/30/97,Wednesday,Non-Holiday Weekday,
7/31/97,Thursday,Non-Holiday Weekday,
8/1/97,Friday,Non-Holiday Weekday,
8/2/97,Saturday,Non-Holiday Weekend,
8/3/97,Sunday,Non-Holiday Weekend,
8/4/97,Monday,Non-Holiday Weekday,
8/5/97,Tuesday,Non-Holiday Weekday,
8/6/97,Wednesday,Non-Holiday Weekday,
8/7/97,Thursday,Non-Holiday Weekday,
8/8/97,Friday,Non-Holiday Weekday,
8/9/97,Saturday,Non-Holiday Weekend,
8/10/97,Sunday,Non-Holiday Weekend,
8/11/97,Monday,Non-Holiday Weekday,
8/12/97,Tuesday,Non-Holiday Weekday,
8/13/97,Wednesday,Non-Holiday Weekday,
8/14/97,Thursday,Non-Holiday Weekday,
8/15/97,Friday,Non-Holiday Weekday,
8/16/97,Saturday,Non-Holiday Weekend,
8/17/97,Sunday,Non-Holiday Weekend,
8/18/97,Monday,Non-Holiday Weekday,
8/19/97,Tuesday,Non-Holiday Weekday,
8/20/97,Wednesday,Non-Holiday Weekday,
8/21/97,Thursday,Non-Holiday Weekday,
8/22/97,Friday,Non-Holiday Weekday,
8/23/97,Saturday,Non-Holiday Weekend,
8/24/97,Sunday,Non-Holiday Weekend,
8/25/97,Monday,Non-Holiday Weekday,
8/26/97,Tuesday,Non-Holiday Weekday,
8/27/97,Wednesday,Non-Holiday Weekday,
8/28/97,Thursday,Non-Holiday Weekday,
8/29/97,Friday,Non-Holiday Weekday,
8/30/97,Saturday,Non-Holiday Weekend,
8/31/97,Sunday,Non-Holiday Weekend,
9/1/97,Monday,National Holiday,Labor Day
9/2/97,Tuesday,Non-Holiday Weekday,
9/3/97,Wednesday,Non-Holiday Weekday,
9/4/97,Thursday,Non-Holiday Weekday,
9/5/97,Friday,Non-Holiday Weekday,
9/6/97,Saturday,Non-Holiday Weekend,
9/7/97,Sunday,Non-Holiday Weekend,
9/8/97,Monday,Non-Holiday Weekday,
9/9/97,Tuesday,Non-Holiday Weekday,
9/10/97,Wednesday,Non-Holiday Weekday,
9/11/97,Thursday,Non-Holiday Weekday,
9/12/97,Friday,Non-Holiday Weekday,
9/13/97,Saturday,Non-Holiday Weekend,
9/14/97,Sunday,Non-Holiday Weekend,
9/15/97,Monday,Non-Holiday Weekday,
9/16/97,Tuesday,Non-Holiday Weekday,
9/17/97,Wednesday,Non-Holiday Weekday,
9/18/97,Thursday,Non-Holiday Weekday,
9/19/97,Friday,Non-Holiday Weekday,
9/20/97,Saturday,Non-Holiday Weekend,
9/21/97,Sunday,Non-Holiday Weekend,
9/22/97,Monday,Non-Holiday Weekday,
9/23/97,Tuesday,Non-Holiday Weekday,
9/24/97,Wednesday,Non-Holiday Weekday,
9/25/97,Thursday,Non-Holiday Weekday,
9/26/97,Friday,Non-Holiday Weekday,
9/27/97,Saturday,Non-Holiday Weekend,
9/28/97,Sunday,Non-Holiday Weekend,
9/29/97,Monday,Non-Holiday Weekday,
9/30/97,Tuesday,Non-Holiday Weekday,
10/1/97,Wednesday,Non-Holiday Weekday,
10/2/97,Thursday,Non-Holiday Weekday,
10/3/97,Friday,Non-Holiday Weekday,
10/4/97,Saturday,Non-Holiday Weekend,
10/5/97,Sunday,Non-Holiday Weekend,
10/6/97,Monday,Non-Holiday Weekday,
10/7/97,Tuesday,Non-Holiday Weekday,
10/8/97,Wednesday,Non-Holiday Weekday,
10/9/97,Thursday,Non-Holiday Weekday,
10/10/97,Friday,Non-Holiday Weekday,
10/11/97,Saturday,Non-Holiday Weekend,
10/12/97,Sunday,Non-Holiday Weekend,
10/13/97,Monday,National Holiday,Columbus Day
10/14/97,Tuesday,Non-Holiday Weekday,
10/15/97,Wednesday,Non-Holiday Weekday,
10/16/97,Thursday,Non-Holiday Weekday,
10/17/97,Friday,Non-Holiday Weekday,
10/18/97,Saturday,Non-Holiday Weekend,
10/19/97,Sunday,Non-Holiday Weekend,
10/20/97,Monday,Non-Holiday Weekday,
10/21/97,Tuesday,Non-Holiday Weekday,
10/22/97,Wednesday,Non-Holiday Weekday,
10/23/97,Thursday,Non-Holiday Weekday,
10/24/97,Friday,Non-Holiday Weekday,
10/25/97,Saturday,Non-Holiday Weekend,
10/26/97,Sunday,Non-Holiday Weekend,
10/27/97,Monday,Non-Holiday Weekday,
10/28/97,Tuesday,Non-Holiday Weekday,
10/29/97,Wednesday,Non-Holiday Weekday,
10/30/97,Thursday,Non-Holiday Weekday,
10/31/97,Friday,Party Holiday,Halloween
11/1/97,Saturday,Non-Holiday Weekend,
11/2/97,Sunday,Non-Holiday Weekend,
11/3/97,Monday,Non-Holiday Weekday,
11/4/97,Tuesday,Non-Holiday Weekday,
11/5/97,Wednesday,Non-Holiday Weekday,
11/6/97,Thursday,Non-Holiday Weekday,
11/7/97,Friday,Non-Holiday Weekday,
11/8/97,Saturday,Non-Holiday Weekend,
11/9/97,Sunday,Non-Holiday Weekend,
11/10/97,Monday,Non-Holiday Weekday,
11/11/97,Tuesday,National Holiday,Veterans Day
11/12/97,Wednesday,Non-Holiday Weekday,
11/13/97,Thursday,Non-Holiday Weekday,
11/14/97,Friday,Non-Holiday Weekday,
11/15/97,Saturday,Non-Holiday Weekend,
11/16/97,Sunday,Non-Holiday Weekend,
11/17/97,Monday,Non-Holiday Weekday,
11/18/97,Tuesday,Non-Holiday Weekday,
11/19/97,Wednesday,Non-Holiday Weekday,
11/20/97,Thursday,Non-Holiday Weekday,
11/21/97,Friday,Non-Holiday Weekday,
11/22/97,Saturday,Non-Holiday Weekend,
11/23/97,Sunday,Non-Holiday Weekend,
11/24/97,Monday,Non-Holiday Weekday,
11/25/97,Tuesday,Non-Holiday Weekday,
11/26/97,Wednesday,Party Holiday,Thanksgiving Eve
11/27/97,Thursday,National Holiday,Thanksgiving Day
11/28/97,Friday,Non-Holiday Weekday,
11/29/97,Saturday,Non-Holiday Weekend,
11/30/97,Sunday,Non-Holiday Weekend,
12/1/97,Monday,Non-Holiday Weekday,
12/2/97,Tuesday,Non-Holiday Weekday,
12/3/97,Wednesday,Non-Holiday Weekday,
12/4/97,Thursday,Non-Holiday Weekday,
12/5/97,Friday,Non-Holiday Weekday,
12/6/97,Saturday,Non-Holiday Weekend,
12/7/97,Sunday,Non-Holiday Weekend,
12/8/97,Monday,Non-Holiday Weekday,
12/9/97,Tuesday,Non-Holiday Weekday,
12/10/97,Wednesday,Non-Holiday Weekday,
12/11/97,Thursday,Non-Holiday Weekday,
12/12/97,Friday,Non-Holiday Weekday,
12/13/97,Saturday,Non-Holiday Weekend,
12/14/97,Sunday,Non-Holiday Weekend,
12/15/97,Monday,Non-Holiday Weekday,
12/16/97,Tuesday,Non-Holiday Weekday,
12/17/97,Wednesday,Non-Holiday Weekday,
12/18/97,Thursday,Non-Holiday Weekday,
12/19/97,Friday,Non-Holiday Weekday,
12/20/97,Saturday,Non-Holiday Weekend,
12/21/97,Sunday,Non-Holiday Weekend,
12/22/97,Monday,Non-Holiday Weekday,
12/23/97,Tuesday,Non-Holiday Weekday,
12/24/97,Wednesday,Non-Holiday Weekday,
12/25/97,Thursday,National Holiday,Christmas Day
12/26/97,Friday,Non-Holiday Weekday,
12/27/97,Saturday,Non-Holiday Weekend,
12/28/97,Sunday,Non-Holiday Weekend,
12/29/97,Monday,Non-Holiday Weekday,
12/30/97,Tuesday,Non-Holiday Weekday,
12/31/97,Wednesday,Party Holiday,New Year's Eve
1/1/98,Thursday,National Holiday,New Year's Day
1/2/98,Friday,Non-Holiday Weekday,
1/3/98,Saturday,Non-Holiday Weekend,
1/4/98,Sunday,Non-Holiday Weekend,
1/5/98,Monday,Non-Holiday Weekday,
1/6/98,Tuesday,Non-Holiday Weekday,
1/7/98,Wednesday,Non-Holiday Weekday,
1/8/98,Thursday,Non-Holiday Weekday,
1/9/98,Friday,Non-Holiday Weekday,
1/10/98,Saturday,Non-Holiday Weekend,
1/11/98,Sunday,Non-Holiday Weekend,
1/12/98,Monday,Non-Holiday Weekday,
1/13/98,Tuesday,Non-Holiday Weekday,
1/14/98,Wednesday,Non-Holiday Weekday,
1/15/98,Thursday,Non-Holiday Weekday,
1/16/98,Friday,Non-Holiday Weekday,
1/17/98,Saturday,Non-Holiday Weekend,
1/18/98,Sunday,Non-Holiday Weekend,
1/19/98,Monday,National Holiday,MLK Day
1/20/98,Tuesday,Non-Holiday Weekday,
1/21/98,Wednesday,Non-Holiday Weekday,
1/22/98,Thursday,Non-Holiday Weekday,
1/23/98,Friday,Non-Holiday Weekday,
1/24/98,Saturday,Non-Holiday Weekend,
1/25/98,Sunday,Non-Holiday Weekend,
1/26/98,Monday,Non-Holiday Weekday,
1/27/98,Tuesday,Non-Holiday Weekday,
1/28/98,Wednesday,Non-Holiday Weekday,
1/29/98,Thursday,Non-Holiday Weekday,
1/30/98,Friday,Non-Holiday Weekday,
1/31/98,Saturday,Non-Holiday Weekend,
2/1/98,Sunday,Party Holiday,Super Bowl Sunday
2/2/98,Monday,Non-Holiday Weekday,
2/3/98,Tuesday,Non-Holiday Weekday,
2/4/98,Wednesday,Non-Holiday Weekday,
2/5/98,Thursday,Non-Holiday Weekday,
2/6/98,Friday,Non-Holiday Weekday,
2/7/98,Saturday,Non-Holiday Weekend,
2/8/98,Sunday,Non-Holiday Weekend,
2/9/98,Monday,Non-Holiday Weekday,
2/10/98,Tuesday,Non-Holiday Weekday,
2/11/98,Wednesday,Non-Holiday Weekday,
2/12/98,Thursday,Non-Holiday Weekday,
2/13/98,Friday,Non-Holiday Weekday,
2/14/98,Saturday,Non-Holiday Weekend,
2/15/98,Sunday,Non-Holiday Weekend,
2/16/98,Monday,National Holiday,President's Day
2/17/98,Tuesday,Non-Holiday Weekday,
2/18/98,Wednesday,Non-Holiday Weekday,
2/19/98,Thursday,Non-Holiday Weekday,
2/20/98,Friday,Non-Holiday Weekday,
2/21/98,Saturday,Non-Holiday Weekend,
2/22/98,Sunday,Non-Holiday Weekend,
2/23/98,Monday,Non-Holiday Weekday,
2/24/98,Tuesday,Non-Holiday Weekday,
2/25/98,Wednesday,Non-Holiday Weekday,
2/26/98,Thursday,Non-Holiday Weekday,
2/27/98,Friday,Non-Holiday Weekday,
2/28/98,Saturday,Non-Holiday Weekend,
3/1/98,Sunday,Non-Holiday Weekend,
3/2/98,Monday,Non-Holiday Weekday,
3/3/98,Tuesday,Party Holiday,Mardi Gras
3/4/98,Wednesday,Non-Holiday Weekday,
3/5/98,Thursday,Non-Holiday Weekday,
3/6/98,Friday,Non-Holiday Weekday,
3/7/98,Saturday,Non-Holiday Weekend,
3/8/98,Sunday,Non-Holiday Weekend,
3/9/98,Monday,Non-Holiday Weekday,
3/10/98,Tuesday,Non-Holiday Weekday,
3/11/98,Wednesday,Non-Holiday Weekday,
3/12/98,Thursday,Non-Holiday Weekday,
3/13/98,Friday,Non-Holiday Weekday,
3/14/98,Saturday,Non-Holiday Weekend,
3/15/98,Sunday,Non-Holiday Weekend,
3/16/98,Monday,Non-Holiday Weekday,
3/17/98,Tuesday,Party Holiday,St. Patty's Day
3/18/98,Wednesday,Non-Holiday Weekday,
3/19/98,Thursday,Non-Holiday Weekday,
3/20/98,Friday,Non-Holiday Weekday,
3/21/98,Saturday,Non-Holiday Weekend,
3/22/98,Sunday,Non-Holiday Weekend,
3/23/98,Monday,Non-Holiday Weekday,
3/24/98,Tuesday,Non-Holiday Weekday,
3/25/98,Wednesday,Non-Holiday Weekday,
3/26/98,Thursday,Non-Holiday Weekday,
3/27/98,Friday,Non-Holiday Weekday,
3/28/98,Saturday,Non-Holiday Weekend,
3/29/98,Sunday,Non-Holiday Weekend,
3/30/98,Monday,Non-Holiday Weekday,
3/31/98,Tuesday,Non-Holiday Weekday,
4/1/98,Wednesday,Non-Holiday Weekday,
4/2/98,Thursday,Non-Holiday Weekday,
4/3/98,Friday,Non-Holiday Weekday,
4/4/98,Saturday,Non-Holiday Weekend,
4/5/98,Sunday,Non-Holiday Weekend,
4/6/98,Monday,Non-Holiday Weekday,
4/7/98,Tuesday,Non-Holiday Weekday,
4/8/98,Wednesday,Non-Holiday Weekday,
4/9/98,Thursday,Non-Holiday Weekday,
4/10/98,Friday,Non-Holiday Weekday,
4/11/98,Saturday,Non-Holiday Weekend,
4/12/98,Sunday,Non-Holiday Weekend,
4/13/98,Monday,Non-Holiday Weekday,
4/14/98,Tuesday,Non-Holiday Weekday,
4/15/98,Wednesday,Non-Holiday Weekday,
4/16/98,Thursday,Non-Holiday Weekday,
4/17/98,Friday,Non-Holiday Weekday,
4/18/98,Saturday,Non-Holiday Weekend,
4/19/98,Sunday,Non-Holiday Weekend,
4/20/98,Monday,Party Holiday,420
4/21/98,Tuesday,Non-Holiday Weekday,
4/22/98,Wednesday,Non-Holiday Weekday,
4/23/98,Thursday,Non-Holiday Weekday,
4/24/98,Friday,Non-Holiday Weekday,
4/25/98,Saturday,Non-Holiday Weekend,
4/26/98,Sunday,Non-Holiday Weekend,
4/27/98,Monday,Non-Holiday Weekday,
4/28/98,Tuesday,Non-Holiday Weekday,
4/29/98,Wednesday,Non-Holiday Weekday,
4/30/98,Thursday,Non-Holiday Weekday,
5/1/98,Friday,Non-Holiday Weekday,
5/2/98,Saturday,Non-Holiday Weekend,
5/3/98,Sunday,Non-Holiday Weekend,
5/4/98,Monday,Non-Holiday Weekday,
5/5/98,Tuesday,Party Holiday,Cinco de Mayo
5/6/98,Wednesday,Non-Holiday Weekday,
5/7/98,Thursday,Non-Holiday Weekday,
5/8/98,Friday,Non-Holiday Weekday,
5/9/98,Saturday,Non-Holiday Weekend,
5/10/98,Sunday,Non-Holiday Weekend,
5/11/98,Monday,Non-Holiday Weekday,
5/12/98,Tuesday,Non-Holiday Weekday,
5/13/98,Wednesday,Non-Holiday Weekday,
5/14/98,Thursday,Non-Holiday Weekday,
5/15/98,Friday,Non-Holiday Weekday,
5/16/98,Saturday,Non-Holiday Weekend,
5/17/98,Sunday,Non-Holiday Weekend,
5/18/98,Monday,Non-Holiday Weekday,
5/19/98,Tuesday,Non-Holiday Weekday,
5/20/98,Wednesday,Non-Holiday Weekday,
5/21/98,Thursday,Non-Holiday Weekday,
5/22/98,Friday,Non-Holiday Weekday,
5/23/98,Saturday,Non-Holiday Weekend,
5/24/98,Sunday,Non-Holiday Weekend,
5/25/98,Monday,National Holiday,Memorial Day
5/26/98,Tuesday,Non-Holiday Weekday,
5/27/98,Wednesday,Non-Holiday Weekday,
5/28/98,Thursday,Non-Holiday Weekday,
5/29/98,Friday,Non-Holiday Weekday,
5/30/98,Saturday,Non-Holiday Weekend,
5/31/98,Sunday,Non-Holiday Weekend,
6/1/98,Monday,Non-Holiday Weekday,
6/2/98,Tuesday,Non-Holiday Weekday,
6/3/98,Wednesday,Non-Holiday Weekday,
6/4/98,Thursday,Non-Holiday Weekday,
6/5/98,Friday,Non-Holiday Weekday,
6/6/98,Saturday,Non-Holiday Weekend,
6/7/98,Sunday,Non-Holiday Weekend,
6/8/98,Monday,Non-Holiday Weekday,
6/9/98,Tuesday,Non-Holiday Weekday,
6/10/98,Wednesday,Non-Holiday Weekday,
6/11/98,Thursday,Non-Holiday Weekday,
6/12/98,Friday,Non-Holiday Weekday,
6/13/98,Saturday,Non-Holiday Weekend,
6/14/98,Sunday,Non-Holiday Weekend,
6/15/98,Monday,Non-Holiday Weekday,
6/16/98,Tuesday,Non-Holiday Weekday,
6/17/98,Wednesday,Non-Holiday Weekday,
6/18/98,Thursday,Non-Holiday Weekday,
6/19/98,Friday,Non-Holiday Weekday,
6/20/98,Saturday,Non-Holiday Weekend,
6/21/98,Sunday,Non-Holiday Weekend,
